"_type","balance_price","categories","corridor_id","corridor_name","description","discount","have_discount","id","is_available","name","price","real_price","store_id","store_name"
"RappiItem","37","Gaseosas","271","Bebidas","Tonica Crush 2.25 Lts","0","false","60_108743","true","Tonica Crush 2.25 Lts","37","35","60","Licores"
"RappiItem","53","Gaseosas","271","Bebidas","Pulpo Blanco Tonica","0","false","60_108747","true","Pulpo Blanco Tonica 350ml","53","50","60","Licores"
"RappiItem","68","Gaseosas","271","Bebidas","Coca Cola 2.25 Lts","0","false","60_108740","true","Coca Cola 2.25 Lts","68","65","60","Licores"
"RappiItem","21","Gaseosas","271","Bebidas","Dr Lemon Vodka Lata","0","false","60_108749","true","Dr Lemon Vodka Lata 473ml","21","20","60","Licores"
"RappiItem","32","Gaseosas","271","Bebidas","Baggio","0","false","60_108746","true","Baggio 1 L","32","30","60","Licores"
"RappiItem","37","Gaseosas","271","Bebidas","Red Bull ","0","false","60_108745","true","Red Bull 250ml","37","35","60","Licores"
"RappiItem","68","Gaseosas","271","Bebidas","Sprite 2.25 Lts","0","false","60_108742","true","Sprite 2.25 Lts","68","65","60","Licores"
"RappiItem","68","Gaseosas","271","Bebidas","Coca Cola Light 2.25 Lts","0","false","60_108741","true","Coca Cola Light 2.25 Lts","68","65","60","Licores"
"RappiItem","53","Gaseosas","271","Bebidas","Pulpo Blanco Ginger Ale 350 Ml","0","false","60_108748","true","Pulpo Blanco Ginger Ale 350ml","53","50","60","Licores"
"RappiItem","26","Gaseosas","271","Bebidas","Speed","0","false","60_108744","true","Speed 250ml","26","25","60","Licores"
"RappiItem","273","Champagne","270","Bebidas","Champagne Brut Nature Fond de Cave Brut Nature","0","false","60_108719","true","Champagne Brut Nature Fond de Cave Brut Nature 750 ml","273","260","60","Licores"
"RappiItem","336","Champagne","270","Bebidas","Champagne Extra Brut Luigi Bosca Cuvee","0","false","60_108724","true","Champagne Extra Brut Luigi Bosca Cuvee 750ml","336","320","60","Licores"
"RappiItem","520","Champagne","270","Bebidas","Champagne Brut Nature Baron B Brut Nature","0","false","60_108714","true","Champagne Brut Nature Baron B Brut Nature 750 ml","520","495","60","Licores"
"RappiItem","210","Champagne","270","Bebidas","Champagne Brut Nature La Linda Brut Nature","0","false","60_108715","true","Champagne Brut Nature La Linda Brut Nature 750 ml","210","200","60","Licores"
"RappiItem","473","Champagne","270","Bebidas","Champagne Extra Brut Baron B Extra Brut","0","false","60_108722","true","Champagne Extra Brut Baron B Extra Brut 750 ml","473","450","60","Licores"
"RappiItem","194","Champagne","270","Bebidas","Champagne Extra Brut Salentein Extra Brut","0","false","60_108730","true","Champagne Extra Brut Salentein Extra Brut 750ml","194","185","60","Licores"
"RappiItem","231","Champagne","270","Bebidas","Champagne Extra Brut Animal","0","false","60_108723","true","Champagne Extra Brut Animal 750 ml","231","220","60","Licores"
"RappiItem","189","Champagne","270","Bebidas","Champagne Tocai Alfredo Roca Tocai","0","false","60_108738","true","Champagne Tocai Alfredo Roca Tocai 750ml","189","180","60","Licores"
"RappiItem","609","Champagne","270","Bebidas","Champagne Rosado Baron B Brut Rose","0","false","60_108734","true","Champagne Rosado Baron B Brut Rose 750ml","609","580","60","Licores"
"RappiItem","210","Champagne","270","Bebidas","Champagne Brut Nature Salentein Brut Nature","0","false","60_108718","true","Champagne Brut Nature Salentein Brut Nature 750 ml","210","200","60","Licores"
"RappiItem","420","Otros Licores","274","Bebidas","Baileys DDL","0","false","60_108771","true","Baileys DDL 750ml","420","400","60","Licores"
"RappiItem","273","Otros Licores","274","Bebidas","Bezziers Crema de Cassis","0","false","60_108776","true","Bezziers Crema de Cassis 750 ml","273","260","60","Licores"
"RappiItem","158","Otros Licores","274","Bebidas","Hesperidina","0","false","60_108787","true","Hesperidina 1 L","158","150","60","Licores"
"RappiItem","79","Otros Licores","274","Bebidas","Legui","0","false","60_108778","true","Legui 750 ml","79","75","60","Licores"
"RappiItem","609","Otros Licores","274","Bebidas","Jager 700 cc","0","false","60_108781","true","Jager 700 ml","609","580","60","Licores"
"RappiItem","704","Otros Licores","274","Bebidas","Sheridans","0","false","60_108783","true","Sheridans 700 ml","704","670","60","Licores"
"RappiItem","630","Otros Licores","274","Bebidas","Frangelico","0","false","60_108784","true","Frangelico 700 ml","630","600","60","Licores"
"RappiItem","420","Otros Licores","274","Bebidas","Kahlua","0","false","60_108788","true","Kahlua 750 ml","420","400","60","Licores"
"RappiItem","210","Otros Licores","274","Bebidas","Tia María","0","false","60_108768","true","Tia María 690ml","210","200","60","Licores"
"RappiItem","683","Otros Licores","274","Bebidas","Disaronno","0","false","60_108786","true","Disaronno 750 ml","683","650","60","Licores"
"RappiItem","231","Ron","275","Bebidas","Bacardi Blanco 1L","0","false","60_108790","true","Bacardi Blanco 1L","231","220","60","Licores"
"RappiItem","236","Ron","275","Bebidas","Havana 3 años","0","false","60_108793","true","Havana 3 años 750ml","236","225","60","Licores"
"RappiItem","315","Ron","275","Bebidas","Santa Teresa Claro","0","false","60_108795","true","Santa Teresa Claro 750ml","315","300","60","Licores"
"RappiItem","1386","Ron","275","Bebidas","Ron Zacapa Centenario","0","false","60_108796","true","Ron Zacapa Centenario 750 ml","1386","1320","60","Licores"
"RappiItem","315","Ron","275","Bebidas","Ron Flor de Caña Blanco","0","false","60_108789","true","Ron Flor de Caña Blanco 700ml","315","300","60","Licores"
"RappiItem","236","Ron","275","Bebidas","Havana Añejo Especial 750","0","false","60_108792","true","Havana Añejo Especial 750ml","236","225","60","Licores"
"RappiItem","231","Ron","275","Bebidas","Bacardi Oro 1L","0","false","60_108791","true","Bacardi Oro 1L","231","220","60","Licores"
"RappiItem","273","Ron","275","Bebidas","Ron Barcelo Blanco","0","false","60_108803","true","Ron Barcelo Blanco 750 ml","273","260","60","Licores"
"RappiItem","110","Ron","275","Bebidas","American Club Piña Colada","0","false","60_108802","true","American Club Piña Colada 750 ml","110","105","60","Licores"
"RappiItem","541","Tequila","275","Bebidas","Tequila Jose Cuervo Oro","0","false","60_108798","true","Tequila Jose Cuervo Oro 750ml","541","515","60","Licores"
"RappiItem","599","Tequila","275","Bebidas","Tequila Jimador","0","false","60_108800","true","Tequila Jimador 700 ml","599","570","60","Licores"
"RappiItem","221","Tequila","275","Bebidas","Tequila Conquistador","0","false","60_108801","true","Tequila Conquistador 700 ml","221","210","60","Licores"
"RappiItem","541","Tequila","275","Bebidas","Tequila Jose Cuervo Silver","0","false","60_108797","true","Tequila Jose Cuervo Silver 750ml","541","515","60","Licores"
"RappiItem","572","Tequila","275","Bebidas","Tequila Jose Cuervo Stones","0","false","60_108799","true","Tequila Jose Cuervo Stones 750ml","572","545","60","Licores"
"RappiItem","998","Whisky","282","Bebidas","Scotch Whisky Johnnie Walker Double Black 750","0","false","60_108994","true","Scotch Whisky Johnnie Walker Double Black 750","998","950","60","Licores"
"RappiItem","473","Whisky","282","Bebidas","Irish Whisky Jameson 750","0","false","60_108983","true","Irish Whisky Jameson 750","473","450","60","Licores"
"RappiItem","1386","Whisky","282","Bebidas","Single Malt Escocès Talisker","0","false","60_109008","true","Single Malt Escocès Talisker 700ml","1386","1320","60","Licores"
"RappiItem","389","Whisky","282","Bebidas","Scotch Whisky con miel J&B Honey","0","false","60_109006","true","Scotch Whisky con miel J&B Honey 700ml","389","370","60","Licores"
"RappiItem","1995","Whisky","282","Bebidas","Scotch Whisky  Glenlivet 15 Años añejado en barricas ","0","false","60_109003","true","Scotch Whisky  Glenlivet 15 Años añejado en barricas  700 ml","1995","1900","60","Licores"
"RappiItem","2258","Whisky","282","Bebidas","Scotch Whisky Chivas añejado 18 años","0","false","60_109004","true","Scotch Whisky Chivas añejado 18 años 700 ml","2258","2150","60","Licores"
"RappiItem","1575","Whisky","282","Bebidas","Scotch Whisky Johnnie Walker Gold 750","0","false","60_108996","true","Scotch Whisky Johnnie Walker Gold 750ml","1575","1500","60","Licores"
"RappiItem","1680","Whisky","282","Bebidas","Single Malt Escocès Glenmorangie","0","false","60_109007","true","Single Malt Escocès Glenmorangie 700ml","1680","1600","60","Licores"
"RappiItem","945","Whisky","282","Bebidas","Bourbon Jim Beam Red","0","false","60_108980","true","Bourbon Jim Beam Red 750 ml","945","900","60","Licores"
"RappiItem","8925","Whisky","282","Bebidas","Chivas 25 añejado 18 años en barricas ","0","false","60_108971","true","Chivas 25 añejado  750 Ml (18 años en barricas)","8925","8500","60","Licores"
"RappiItem","441","Gin","273","Bebidas","Tanqueray 750cl","0","false","60_108756","true","Tanqueray 750cl","441","420","60","Licores"
"RappiItem","383","Gin","273","Bebidas","Principe de los Apostoles","0","false","60_108754","true","Principe de los Apostoles","383","365","60","Licores"
"RappiItem","158","Gin","273","Bebidas","Gin Burnets","0","false","60_108752","true","Gin Burnets 1L","158","150","60","Licores"
"RappiItem","473","Gin","273","Bebidas","Beefeater 1L","0","false","60_108758","true","Beefeater 1L","473","450","60","Licores"
"RappiItem","184","Gin","273","Bebidas","Gin Gordons","0","false","60_108753","true","Gin Gordons 700ml","184","175","60","Licores"
"RappiItem","420","Gin","273","Bebidas","Heraclito & Macedonio","0","false","60_108759","true","Heraclito & Macedonio","420","400","60","Licores"
"RappiItem","431","Gin","273","Bebidas","Bombay 750cl","0","false","60_108755","true","Bombay 750cl","431","410","60","Licores"
"RappiItem","410","Gin","273","Bebidas","Beefeater 750cl","0","false","60_108757","true","Beefeater 750cl","410","390","60","Licores"
"RappiItem","473","Vodka","281","Bebidas","Absolut Pera 750ml","0","false","60_108967","true","Absolut Pera 750ml","473","450","60","Licores"
"RappiItem","152","Vodka","281","Bebidas","Smirnoff 750ml","0","false","60_108952","true","Smirnoff 750ml","152","145","60","Licores"
"RappiItem","137","Vodka","281","Bebidas","Wyborowa 750ml","0","false","60_108956","true","Wyborowa 750ml","137","130","60","Licores"
"RappiItem","315","Vodka","281","Bebidas","Finlandia","0","false","60_108950","true","Vodka Finlandia 750ml","315","300","60","Licores"
"RappiItem","147","Vodka","281","Bebidas","Sky 750ml","0","false","60_108951","true","Sky 750ml","147","140","60","Licores"
"RappiItem","184","Vodka","281","Bebidas","Smirnoff Raspberry 750ml","0","false","60_108960","true","Smirnoff Raspberry 750ml","184","175","60","Licores"
"RappiItem","473","Vodka","281","Bebidas","Absolut Mango 750ml","0","false","60_108964","true","Absolut Mango 750ml","473","450","60","Licores"
"RappiItem","441","Vodka","281","Bebidas","Absolut neutro","0","false","60_108948","true","Voska Absolut 750ml","441","420","60","Licores"
"RappiItem","945","Vodka","281","Bebidas","Ciroc 750ml","0","false","60_108954","true","Ciroc 750ml","945","900","60","Licores"
"RappiItem","630","Vodka","281","Bebidas","Stolichnaya 750ml","0","false","60_108957","true","Stolichnaya 750ml","630","600","60","Licores"
"RappiItem","252","Vino Tinto","278","Bebidas","Vino Malbec Ciclos Malbec","0","false","60_108880","true","Vino Malbec Ciclos Malbec750 ml","252","240","60","Licores"
"RappiItem","221","Vino Tinto","278","Bebidas","Vino Garnacha Desquiciado Garnacha","0","false","60_108864","true","Vino Garnacha Desquiciado Garnacha750 ml","221","210","60","Licores"
"RappiItem","236","Vino Tinto","278","Bebidas","Vino Malbec Desquiciado Malbec","0","false","60_108878","true","Vino Malbec Desquiciado Malbec750 ml","236","225","60","Licores"
"RappiItem","231","Vino Tinto","278","Bebidas","Vino Torrontes Cafayate Gran Linaje Torrontes","0","false","60_108944","true","Vino Torrontes Cafayate Gran Linaje Torrontes750 ml","231","220","60","Licores"
"RappiItem","315","Vino Tinto","278","Bebidas","Vino Merlot Altaland Tinto Histórico Merlot","0","false","60_108921","true","Vino Merlot Altaland Tinto Histórico Merlot750 ml","315","300","60","Licores"
"RappiItem","200","Vino Tinto","278","Bebidas","Vino Cabernet Sauvignon Alamos Cabernet","0","false","60_108828","true","Vino Cabernet Sauvignon Alamos Cabernet750 ml","200","190","60","Licores"
"RappiItem","263","Vino Tinto","278","Bebidas","Vino Pinot Noir Zorro y Arena Pinot Noir","0","false","60_108927","true","Vino Pinot Noir Zorro y Arena Pinot Noir750 ml","263","250","60","Licores"
"RappiItem","483","Vino Tinto","278","Bebidas","Vino Malbec Alma Negra","0","false","60_108872","true","Vino Malbec Alma Negra750 ml","483","460","60","Licores"
"RappiItem","189","Vino Tinto","278","Bebidas","Vino Malbec Nieto Senetiner Malbec","0","false","60_108905","true","Vino Malbec Nieto Senetiner Malbec750 ml","189","180","60","Licores"
"RappiItem","263","Vino Tinto","278","Bebidas","Vino Malbec Salentein Reserva Malbec","0","false","60_108908","true","Vino Malbec Salentein Resetva Malbec750 ml","263","250","60","Licores"
"RappiItem","205","Vino Blanco","278","Bebidas","Vino Chardonay Animal Chardonay","0","false","60_108855","true","Vino Chardonay Animal Chardonay750 ml","205","195","60","Licores"
"RappiItem","205","Vino Blanco","278","Bebidas","Vino Sauvignon Blanc Trumpeter Sauvignon Blanc","0","false","60_108935","true","Vino Sauvignon Blanc Trumpeter Sauvignon Blanc750 ml","205","195","60","Licores"
"RappiItem","399","Vino Blanco","278","Bebidas","Vino Chardonay Dv Catena Chardonay- Chardonay","0","false","60_108853","true","Vino Chardonay Dv Catena Chardonay- Chardonay750 ml","399","380","60","Licores"
"RappiItem","189","Vino Blanco","278","Bebidas","Vino Chardonay Alfredo Roca Fincas Chardonay","0","false","60_108852","true","Vino Chardonay Alfredo Roca Fincas Chardonay750 ml","189","180","60","Licores"
"RappiItem","446","Vino Blanco","278","Bebidas","Vino Chardonay Rutini Chardonay","0","false","60_108858","true","Vino Chardonay Rutini Chardonay750 ml","446","425","60","Licores"
"RappiItem","200","Vino Blanco","278","Bebidas","Vino Sauvignon Blanc Anelis Sauvignon Blanc","0","false","60_108933","true","Vino Sauvignon Blanc Anelis Sauvignon Blanc750 ml","200","190","60","Licores"
"RappiItem","179","Vino Blanco","278","Bebidas","Vino Sauvignon Blanc La Linda High Wines Sauvignon Blanc","0","false","60_108934","true","Vino Sauvignon Blanc La Linda High Wines Sauvignon Blanc750 ml","179","170","60","Licores"
"RappiItem","236","Vino Blanco","278","Bebidas","Vino Cosecha Tardia Cafayate Gran Linaje Cosecha Tardia","0","false","60_108863","true","Vino Cosecha Tardia Cafayate Gran Linaje Cosecha Tardia750 ml","236","225","60","Licores"
"RappiItem","168","Vino Blanco","278","Bebidas","Vino Chardonay Tomero Chardonay","0","false","60_108860","true","Vino Chardonay Tomero Chardonay750 ml","168","160","60","Licores"
"RappiItem","525","Vino Blanco","278","Bebidas","Vino Cosecha Tardia Desierto Pampa Late Harvest Viognier","0","false","60_108861","true","Vino Cosecha Tardia Desierto Pampa Late Harvest Viognier750 ml","525","500","60","Licores"
"RappiItem","189","Vino Rosado","278","Bebidas","Vino Rosado L´argentin de Malartique","0","false","60_108928","true","Vino Rosado L´argentin de Malartique750 ml","189","180","60","Licores"
"RappiItem","236","Vino Rosado","278","Bebidas","Vino Rosado Ambiguo","0","false","60_108930","true","Vino Rosado Ambiguo750 ml","236","225","60","Licores"
"RappiItem","347","Vino Rosado","278","Bebidas","Vino Rosado Luigi Bosca Rose","0","false","60_108929","true","Vino Rosado Luigi Bosca Rose750 ml","347","330","60","Licores"
"RappiItem","189","Aperitivo","268","Bebidas","Cynar 70","0","false","60_108653","true","Cynar 70 - 750 ml","189","180","60","Licores"
"RappiItem","95","Aperitivo","268","Bebidas","Carpano Bianco","0","false","60_108658","true","Cinzano Bianco 750 ml","95","90","60","Licores"
"RappiItem","95","Aperitivo","268","Bebidas","Gancia Spritz","0","false","60_108654","true","Gancia Spritz 750 ml","95","90","60","Licores"
"RappiItem","126","Aperitivo","268","Bebidas","Gancia","0","false","60_108648","true","Gancia 970 ml","126","120","60","Licores"
"RappiItem","116","Aperitivo","268","Bebidas","Martini Bianco","0","false","60_108661","true","Martini Bianco 750 ml","116","110","60","Licores"
"RappiItem","137","Aperitivo","268","Bebidas","Cinzano Extra Dry","0","false","60_108664","true","Cinzano Extra Dry 750 Ml","137","130","60","Licores"
"RappiItem","105","Aperitivo","268","Bebidas","Martini Rosso","0","false","60_108659","true","Martini Rosso 750 ml","105","100","60","Licores"
"RappiItem","137","Aperitivo","268","Bebidas","Campari 750","0","false","60_108646","true","Campari 750 ml","137","130","60","Licores"
"RappiItem","137","Aperitivo","268","Bebidas","Cinzano Rosso","0","false","60_108663","true","Cinzano Rosso 750 ml","137","130","60","Licores"
"RappiItem","173","Aperitivo","268","Bebidas","Campari 1L","0","false","60_108647","true","Campari 1L","173","165","60","Licores"
"RappiItem","75","Cervezas","269","Bebidas","Cerveza AC/DC Lata 568","0","false","60_108708","true","Cerveza AC/DC Lata 568","75","75","60","Licores"
"RappiItem","75","Cervezas","269","Bebidas","Cerveza Antares Porter","0","false","60_108696","true","Cerveza Antares Porter 500 ml","75","75","60","Licores"
"RappiItem","70","Cervezas","269","Bebidas","Cerveza Schofferhofer Lata 500","0","false","60_108674","true","Cerveza Schofferhofer Lata 500 ml","70","70","60","Licores"
"RappiItem","70","Cervezas","269","Bebidas","Cerveza Estrella Damm Lata 500","0","false","60_108676","true","Cerveza Estrella Damm Lata 500 ml","70","70","60","Licores"
"RappiItem","90","Cervezas","269","Bebidas","Cerveza Barba Roja Porter 625cc","0","false","60_108702","true","Cerveza Barba Roja Porter 625ml","90","90","60","Licores"
"RappiItem","90","Cervezas","269","Bebidas","Cerveza Barba Roja Pale Ale 625cc","0","false","60_108701","true","Cerveza Barba Roja Pale Ale 625ml","90","90","60","Licores"
"RappiItem","80","Cervezas","269","Bebidas","Cerveza Coopers Pale Ale","0","false","60_108687","true","Cerveza Coopers Pale Ale 375ml","80","80","60","Licores"
"RappiItem","0","Cervezas","269","Bebidas","Six Pack Stella Artois 473ml","0","false","60_138931","true","Six Pack Stella Artois 473ml","270","270","60","Licores"
"RappiItem","75","Cervezas","269","Bebidas","Cerveza Antares Kolsh","0","false","60_108697","true","Cerveza Antares Kolsh 500 ml","75","75","60","Licores"
"RappiItem","80","Cervezas","269","Bebidas","Cerveza Schofferhofer Porron Kristal 500ml","0","false","60_108680","true","Cerveza Schofferhofer Porron Kristal 500ml","80","80","60","Licores"
"RappiItem","296","Promociones","284","Bebidas","Combo Branca Coca y Hielo","0.2","false","60_109012","true","1 Fernet Branca 1L y 2 Coca Cola de 2.25 Lts y 1 Hielo 2Kg","312","390","60","Licores"
"RappiItem","384","Promociones","284","Bebidas","Combo Beefeater y Agua Tonica","0.2","false","60_109019","true","1 Gin Beefeater 750 y 1 Agua Tonica 1.5 Lts y 1 Hielo 2Kg","384","480","60","Licores"
"RappiItem","0","Promociones","284","Bebidas","Six Pack Stella Artois 473ml","0","false","60_138931","true","Six Pack Stella Artois 473ml","270","270","60","Licores"
"RappiItem","208","Promociones","284","Bebidas","Combo Wyborowa y Baggio","0.2","false","60_109016","true","1 Vodka Wyborowa y 4 Baggio y 1 Hielo 2Kg","208","260","60","Licores"
"RappiItem","352","Promociones","284","Bebidas","Combo Jameson y Sprite","0.2","false","60_109020","true","1 Jameson 750 y 1 Sprite 2.25 Lts y 1 Hielo 2Kg","352","440","60","Licores"
"RappiItem","256","Promociones","284","Bebidas","Combo Wyborowa y Red Bull","0.2","false","60_109015","true","1 Vodka Wyborowa y 6 Red Bull y 1 Hielo 2Kg","256","320","60","Licores"
"RappiItem","184","Promociones","284","Bebidas","Combo Campari y Baggio","0.2","false","60_109013","true","1 Campari 750 y 2 Baggio Naranja 1L y 1 Hielo 2Kg","184","230","60","Licores"
"RappiItem","232","Promociones","284","Bebidas","Combo Jack Daniels y Coca","0.2","false","60_109018","true","1 Jack Daniels 750ml y 1 Coca Cola 2.25 Lts y 1 Hielo 2Kg","704","880","60","Licores"
"RappiItem","0","Cervezas","618","Express.","Cerveza Patagonia 24.7 Lata 473Cc","0","false","126_128472","true","Cerveza Patagonia 24.7 Lata 473Cc","56","56","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Cerveza Corona Coronita 207Ml","0","false","126_128471","true","Cerveza Corona Coronita 207Ml","32","32","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Cerveza Stella Artois Hollidays 750 Ml","0","false","126_128470","true","Cerveza Stella Artois Hollidays 750 Ml","125","125","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Cerveza Imperial Ipa 1 L","0","false","126_128469","true","Cerveza Imperial Ipa 1 L","59","59","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Cerveza Erdinger Sin Alcohol Lta. X 500Ml","0","false","126_128468","true","Cerveza Erdinger Sin Alcohol Lta. X 500Ml","65.19","65.19","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Cerveza Miller Six Pack","0","false","126_128467","true","Cerveza Miller Six Pack","185","185","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Cerveza Lager Puls 330 Ml - Pack 6","0","false","126_128466","true","Cerveza Lager Puls 330 Ml - Pack 6","16.99","16.99","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Cerveza Sol Rubia Lata-Lat-Cc.-473","0","false","126_128465","true","Cerveza Sol Rubia Lata-Lat-Cc.-473","43","43","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Stella Artois 473Cc X 6. Cerveza Rubia, En Lata.","0","false","126_128464","true","Stella Artois 473Cc X 6. Cerveza Rubia, En Lata.","211.15","211.15","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Cervezas","618","Express.","Cerveza Quilmes Stout 473 Cc","0","false","126_128463","true","Cerveza Quilmes Stout 473 Cc","165.25","165.25","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Aperitivo Dr. Lemon Con Vodka Naranja 1 L","0","false","126_128358","true","Aperitivo Dr. Lemon Con Vodka Naranja 1 L","63","63","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Aperitivo Pronto Shake 650 Ml","0","false","126_128355","true","Aperitivo Pronto Shake 650 Ml","46","46","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Aperitivo Cynar 750 Ml","0","false","126_128354","true","Aperitivo Cynar 750 Ml","127.5","127.5","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Aperitivo Dr. Lemon Con Vodka Y Pomelo 1 L","0","false","126_128353","true","Aperitivo Dr. Lemon Con Vodka Y Pomelo 1 L","63","63","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Vermouth Carpano Bianco 950 Ml","0","false","126_128352","true","Vermouth Carpano Bianco 950 Ml","115.25","115.25","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Vermouth Carpano Rosso 950 Ml","0","false","126_128351","true","Vermouth Carpano Rosso 950 Ml","115.25","115.25","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Aperitivo Dr. Mojito 1 L","0","false","126_128350","true","Aperitivo Dr. Mojito 1 L","63","63","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Aperitivo Campari 450 Ml","0","false","126_128349","true","Aperitivo Campari 450 Ml","113.25","113.25","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Aperitivo Dr. Lemon Con Vodka 1 L","0","false","126_128348","true","Aperitivo Dr. Lemon Con Vodka 1 L","63","63","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Aperitivos","618","Express.","Aperitivo Gancia Red Bitter 750 Ml","0","false","126_128347","true","Aperitivo Gancia Red Bitter 750 Ml","132","132","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Tequila El Jimador Reposado","0","false","126_128394","true","Tequila El Jimador Reposado","507.6","507.6","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Gin Gordon´S 700 Cc","0","false","126_128392","true","Gin Gordon´S 700 Cc","211","211","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Skyy Infusons Citrus 750 Cc","0","false","126_128390","true","Skyy Infusons Citrus 750 Cc","196.85","196.85","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Skyy Infusons Raspberry 750 Cc","0","false","126_128389","true","Skyy Infusons Raspberry 750 Cc","196.85","196.85","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Malibú 750 Ml","0","false","126_128388","true","Malibú 750 Ml","302.95","302.95","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Tequila José Cuervo Rolling Stones 750 Ml","0","false","126_128387","true","Tequila José Cuervo Rolling Stones 750 Ml","488.59","488.59","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Vodka Ketel One-Bot-Cc.-750","0","false","126_128386","true","Vodka Ketel One-Bot-Cc.-750","526","526","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Gin Broker´s London Dry750 Ml","0","false","126_128385","true","Gin Broker´s London Dry750 Ml","442.69","442.69","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Vodka Oddka Night Shout 750 Ml","0","false","126_128384","true","Vodka Oddka Night Shout 750 Ml","147.29","147.29","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Bebidas blancas","618","Express.","Ron Flor De Caña Reserva-Bot-Cc.-750","0","false","126_128383","true","Ron Flor De Caña Reserva-Bot-Cc.-750","830.29","830.29","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Legui 750 Ml","0","false","126_128510","true","Licor Legui 750 Ml","100","100","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Bols Café Al Cognac 700 Ml","0","false","126_128509","true","Licor Bols Café Al Cognac 700 Ml","95.89","95.89","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Bols Café 700 Ml","0","false","126_128508","true","Licor Bols Café 700 Ml","95.89","95.89","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Cusenier Miel Mariposa 750 Ml","0","false","126_128507","true","Licor Cusenier Miel Mariposa 750 Ml","76.99","76.99","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Otard - Dupuy Extra Seco 750 Ml","0","false","126_128506","true","Licor Otard - Dupuy Extra Seco 750 Ml","107.1","107.1","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Tía María Creamy 690 Ml","0","false","126_128505","true","Licor Tía María Creamy 690 Ml","295.79","295.79","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Tía María 690 Ml","0","false","126_128504","true","Licor Tía María 690 Ml","198.09","198.09","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Cusenier Lemoncello 700 Ml","0","false","126_128503","true","Licor Cusenier Lemoncello 700 Ml","113.85","113.85","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Licores","618","Express.","Licor Amarula 750 Ml","0","false","126_128502","true","Licor Amarula 750 Ml","501","501","126","Jumbo Av. Cerviño - express"
"RappiItem","593.39","Licores","618","Express.","Licor Aguardiente Schladerer D/Cer","0","false","126_109253","true","Licor Aguardiente Schladerer D/Cer","593.39","593.39","126","Jumbo Av. Cerviño - express"
"RappiItem","0","Vinos","618","Express.","Frizze Blue Frost-Bot-Cc.-750","0","false","126_129400","true","Frizze Blue Frost-Bot-Cc.-750","65","65","126","Jumbo Av. Cerviño - express"
